No,Full Name,Email,External Id,Campus,Sub
1638,1638,1638@fpt.edu.vn,SSL101-CT-CE1638,CT,SSL101
1658,1658,1658@fpt.edu.vn,SSL101-CT-CE1658,CT,SSL101
1635,1635,1635@fpt.edu.vn,SSL101-CT-CE1635,CT,SSL101
1640,1640,1640@fpt.edu.vn,SSL101-CT-CE1640,CT,SSL101
1649,1649,1649@fpt.edu.vn,SSL101-CT-CE1649,CT,SSL101
1657,1657,1657@fpt.edu.vn,SSL101-CT-CE1657,CT,SSL101
1654,1654,1654@fpt.edu.vn,SSL101-CT-CE1654,CT,SSL101
1637,1637,1637@fpt.edu.vn,SSL101-CT-CE1637,CT,SSL101
1664,1664,1664@fpt.edu.vn,SSL101-CT-CE1664,CT,SSL101
1661,1661,1661@fpt.edu.vn,SSL101-CT-CE1661,CT,SSL101
1659,1659,1659@fpt.edu.vn,SSL101-CT-CE1659,CT,SSL101
1644,1644,1644@fpt.edu.vn,SSL101-CT-CE1644,CT,SSL101
1647,1647,1647@fpt.edu.vn,SSL101-CT-CE1647,CT,SSL101
1645,1645,1645@fpt.edu.vn,SSL101-CT-CE1645,CT,SSL101
1646,1646,1646@fpt.edu.vn,SSL101-CT-CE1646,CT,SSL101
1667,1667,1667@fpt.edu.vn,SSL101-CT-CE1667,CT,SSL101
1669,1669,1669@fpt.edu.vn,SSL101-CT-CE1669,CT,SSL101
1670,1670,1670@fpt.edu.vn,SSL101-CT-CE1670,CT,SSL101
1584,1584,1584@fpt.edu.vn,SSL101-CT-CS1584,CT,SSL101
1586,1586,1586@fpt.edu.vn,SSL101-CT-CS1586,CT,SSL101
1587,1587,1587@fpt.edu.vn,SSL101-CT-CS1587,CT,SSL101
1588,1588,1588@fpt.edu.vn,SSL101-CT-CS1588,CT,SSL101
1591,1591,1591@fpt.edu.vn,SSL101-CT-CS1591,CT,SSL101
1594,1594,1594@fpt.edu.vn,SSL101-CT-CS1594,CT,SSL101
1595,1595,1595@fpt.edu.vn,SSL101-CT-CS1595,CT,SSL101
1596,1596,1596@fpt.edu.vn,SSL101-CT-CS1596,CT,SSL101
1598,1598,1598@fpt.edu.vn,SSL101-CT-CS1598,CT,SSL101
1599,1599,1599@fpt.edu.vn,SSL101-CT-CS1599,CT,SSL101
1601,1601,1601@fpt.edu.vn,SSL101-CT-CS1601,CT,SSL101
1603,1603,1603@fpt.edu.vn,SSL101-CT-CS1603,CT,SSL101
1604,1604,1604@fpt.edu.vn,SSL101-CT-CS1604,CT,SSL101
1605,1605,1605@fpt.edu.vn,SSL101-CT-CS1605,CT,SSL101
1606,1606,1606@fpt.edu.vn,SSL101-CT-CS1606,CT,SSL101
1608,1608,1608@fpt.edu.vn,SSL101-CT-CS1608,CT,SSL101
1609,1609,1609@fpt.edu.vn,SSL101-CT-CS1609,CT,SSL101
1613,1613,1613@fpt.edu.vn,SSL101-CT-CS1613,CT,SSL101
1616,1616,1616@fpt.edu.vn,SSL101-CT-CS1616,CT,SSL101
1617,1617,1617@fpt.edu.vn,SSL101-CT-CS1617,CT,SSL101
1618,1618,1618@fpt.edu.vn,SSL101-CT-CS1618,CT,SSL101
1619,1619,1619@fpt.edu.vn,SSL101-CT-CS1619,CT,SSL101
1623,1623,1623@fpt.edu.vn,SSL101-CT-CS1623,CT,SSL101
1624,1624,1624@fpt.edu.vn,SSL101-CT-CS1624,CT,SSL101
1625,1625,1625@fpt.edu.vn,SSL101-CT-CS1625,CT,SSL101
1626,1626,1626@fpt.edu.vn,SSL101-CT-CS1626,CT,SSL101
1627,1627,1627@fpt.edu.vn,SSL101-CT-CS1627,CT,SSL101
1628,1628,1628@fpt.edu.vn,SSL101-CT-CS1628,CT,SSL101
1662,1662,1662@fpt.edu.vn,SSL101-CT-CS1662,CT,SSL101
1665,1665,1665@fpt.edu.vn,SSL101-CT-CS1665,CT,SSL101
1660,1660,1660@fpt.edu.vn,SSL101-CT-CS1660,CT,SSL101
1666,1666,1666@fpt.edu.vn,SSL101-CT-CS1666,CT,SSL101
1671,1671,1671@fpt.edu.vn,SSL101-DN-DS1671,DN,SSL101
1672,1672,1672@fpt.edu.vn,SSL101-DN-DS1672,DN,SSL101
1673,1673,1673@fpt.edu.vn,SSL101-DN-DS1673,DN,SSL101
1674,1674,1674@fpt.edu.vn,SSL101-DN-DS1674,DN,SSL101
1675,1675,1675@fpt.edu.vn,SSL101-DN-DS1675,DN,SSL101
1676,1676,1676@fpt.edu.vn,SSL101-DN-DS1676,DN,SSL101
1677,1677,1677@fpt.edu.vn,SSL101-DN-DS1677,DN,SSL101
1678,1678,1678@fpt.edu.vn,SSL101-DN-DS1678,DN,SSL101
1679,1679,1679@fpt.edu.vn,SSL101-DN-DS1679,DN,SSL101
1680,1680,1680@fpt.edu.vn,SSL101-DN-DS1680,DN,SSL101
1681,1681,1681@fpt.edu.vn,SSL101-DN-DS1681,DN,SSL101
1682,1682,1682@fpt.edu.vn,SSL101-DN-DS1682,DN,SSL101
1686,1686,1686@fpt.edu.vn,SSL101-DN-DS1686,DN,SSL101
1687,1687,1687@fpt.edu.vn,SSL101-DN-DS1687,DN,SSL101
1683,1683,1683@fpt.edu.vn,SSL101-DN-DS1683,DN,SSL101
1684,1684,1684@fpt.edu.vn,SSL101-DN-DS1684,DN,SSL101
1685,1685,1685@fpt.edu.vn,SSL101-DN-DS1685,DN,SSL101
1689,1689,1689@fpt.edu.vn,SSL101-DN-DS1689,DN,SSL101
1688,1688,1688@fpt.edu.vn,SSL101-DN-DS1688,DN,SSL101
834,834,834@fpt.edu.vn,SSL101-HN-HA834,HN,SSL101
36,36,36@fpt.edu.vn,SSL101-HN-HA36,HN,SSL101
37,37,37@fpt.edu.vn,SSL101-HN-HA37,HN,SSL101
38,38,38@fpt.edu.vn,SSL101-HN-HA38,HN,SSL101
39,39,39@fpt.edu.vn,SSL101-HN-HA39,HN,SSL101
40,40,40@fpt.edu.vn,SSL101-HN-HA40,HN,SSL101
41,41,41@fpt.edu.vn,SSL101-HN-HA41,HN,SSL101
42,42,42@fpt.edu.vn,SSL101-HN-HA42,HN,SSL101
43,43,43@fpt.edu.vn,SSL101-HN-HA43,HN,SSL101
44,44,44@fpt.edu.vn,SSL101-HN-HA44,HN,SSL101
45,45,45@fpt.edu.vn,SSL101-HN-HA45,HN,SSL101
46,46,46@fpt.edu.vn,SSL101-HN-HA46,HN,SSL101
47,47,47@fpt.edu.vn,SSL101-HN-HA47,HN,SSL101
48,48,48@fpt.edu.vn,SSL101-HN-HA48,HN,SSL101
49,49,49@fpt.edu.vn,SSL101-HN-HA49,HN,SSL101
50,50,50@fpt.edu.vn,SSL101-HN-HA50,HN,SSL101
51,51,51@fpt.edu.vn,SSL101-HN-HA51,HN,SSL101
835,835,835@fpt.edu.vn,SSL101-HN-HA835,HN,SSL101
804,804,804@fpt.edu.vn,SSL101-HN-HE804,HN,SSL101
72,72,72@fpt.edu.vn,SSL101-HN-HE72,HN,SSL101
781,781,781@fpt.edu.vn,SSL101-HN-HE781,HN,SSL101
1,1,1@fpt.edu.vn,SSL101-HN-HE1,HN,SSL101
53,53,53@fpt.edu.vn,SSL101-HN-HE53,HN,SSL101
753,753,753@fpt.edu.vn,SSL101-HN-HE753,HN,SSL101
54,54,54@fpt.edu.vn,SSL101-HN-HE54,HN,SSL101
754,754,754@fpt.edu.vn,SSL101-HN-HE754,HN,SSL101
755,755,755@fpt.edu.vn,SSL101-HN-HE755,HN,SSL101
94,94,94@fpt.edu.vn,SSL101-HN-HE94,HN,SSL101
95,95,95@fpt.edu.vn,SSL101-HN-HE95,HN,SSL101
2,2,2@fpt.edu.vn,SSL101-HN-HE2,HN,SSL101
3,3,3@fpt.edu.vn,SSL101-HN-HE3,HN,SSL101
55,55,55@fpt.edu.vn,SSL101-HN-HE55,HN,SSL101
56,56,56@fpt.edu.vn,SSL101-HN-HE56,HN,SSL101
782,782,782@fpt.edu.vn,SSL101-HN-HE782,HN,SSL101
756,756,756@fpt.edu.vn,SSL101-HN-HE756,HN,SSL101
757,757,757@fpt.edu.vn,SSL101-HN-HE757,HN,SSL101
758,758,758@fpt.edu.vn,SSL101-HN-HE758,HN,SSL101
783,783,783@fpt.edu.vn,SSL101-HN-HE783,HN,SSL101
57,57,57@fpt.edu.vn,SSL101-HN-HE57,HN,SSL101
4,4,4@fpt.edu.vn,SSL101-HN-HE4,HN,SSL101
759,759,759@fpt.edu.vn,SSL101-HN-HE759,HN,SSL101
784,784,784@fpt.edu.vn,SSL101-HN-HE784,HN,SSL101
5,5,5@fpt.edu.vn,SSL101-HN-HE5,HN,SSL101
73,73,73@fpt.edu.vn,SSL101-HN-HE73,HN,SSL101
785,785,785@fpt.edu.vn,SSL101-HN-HE785,HN,SSL101
805,805,805@fpt.edu.vn,SSL101-HN-HE805,HN,SSL101
806,806,806@fpt.edu.vn,SSL101-HN-HE806,HN,SSL101
74,74,74@fpt.edu.vn,SSL101-HN-HE74,HN,SSL101
760,760,760@fpt.edu.vn,SSL101-HN-HE760,HN,SSL101
761,761,761@fpt.edu.vn,SSL101-HN-HE761,HN,SSL101
96,96,96@fpt.edu.vn,SSL101-HN-HE96,HN,SSL101
786,786,786@fpt.edu.vn,SSL101-HN-HE786,HN,SSL101
762,762,762@fpt.edu.vn,SSL101-HN-HE762,HN,SSL101
6,6,6@fpt.edu.vn,SSL101-HN-HE6,HN,SSL101
763,763,763@fpt.edu.vn,SSL101-HN-HE763,HN,SSL101
75,75,75@fpt.edu.vn,SSL101-HN-HE75,HN,SSL101
764,764,764@fpt.edu.vn,SSL101-HN-HE764,HN,SSL101
97,97,97@fpt.edu.vn,SSL101-HN-HE97,HN,SSL101
76,76,76@fpt.edu.vn,SSL101-HN-HE76,HN,SSL101
807,807,807@fpt.edu.vn,SSL101-HN-HE807,HN,SSL101
765,765,765@fpt.edu.vn,SSL101-HN-HE765,HN,SSL101
7,7,7@fpt.edu.vn,SSL101-HN-HE7,HN,SSL101
766,766,766@fpt.edu.vn,SSL101-HN-HE766,HN,SSL101
767,767,767@fpt.edu.vn,SSL101-HN-HE767,HN,SSL101
768,768,768@fpt.edu.vn,SSL101-HN-HE768,HN,SSL101
787,787,787@fpt.edu.vn,SSL101-HN-HE787,HN,SSL101
808,808,808@fpt.edu.vn,SSL101-HN-HE808,HN,SSL101
769,769,769@fpt.edu.vn,SSL101-HN-HE769,HN,SSL101
8,8,8@fpt.edu.vn,SSL101-HN-HE8,HN,SSL101
770,770,770@fpt.edu.vn,SSL101-HN-HE770,HN,SSL101
771,771,771@fpt.edu.vn,SSL101-HN-HE771,HN,SSL101
809,809,809@fpt.edu.vn,SSL101-HN-HE809,HN,SSL101
810,810,810@fpt.edu.vn,SSL101-HN-HE810,HN,SSL101
58,58,58@fpt.edu.vn,SSL101-HN-HE58,HN,SSL101
772,772,772@fpt.edu.vn,SSL101-HN-HE772,HN,SSL101
9,9,9@fpt.edu.vn,SSL101-HN-HE9,HN,SSL101
77,77,77@fpt.edu.vn,SSL101-HN-HE77,HN,SSL101
59,59,59@fpt.edu.vn,SSL101-HN-HE59,HN,SSL101
60,60,60@fpt.edu.vn,SSL101-HN-HE60,HN,SSL101
811,811,811@fpt.edu.vn,SSL101-HN-HE811,HN,SSL101
10,10,10@fpt.edu.vn,SSL101-HN-HE10,HN,SSL101
812,812,812@fpt.edu.vn,SSL101-HN-HE812,HN,SSL101
773,773,773@fpt.edu.vn,SSL101-HN-HE773,HN,SSL101
61,61,61@fpt.edu.vn,SSL101-HN-HE61,HN,SSL101
813,813,813@fpt.edu.vn,SSL101-HN-HE813,HN,SSL101
774,774,774@fpt.edu.vn,SSL101-HN-HE774,HN,SSL101
11,11,11@fpt.edu.vn,SSL101-HN-HE11,HN,SSL101
814,814,814@fpt.edu.vn,SSL101-HN-HE814,HN,SSL101
62,62,62@fpt.edu.vn,SSL101-HN-HE62,HN,SSL101
63,63,63@fpt.edu.vn,SSL101-HN-HE63,HN,SSL101
12,12,12@fpt.edu.vn,SSL101-HN-HE12,HN,SSL101
13,13,13@fpt.edu.vn,SSL101-HN-HE13,HN,SSL101
815,815,815@fpt.edu.vn,SSL101-HN-HE815,HN,SSL101
816,816,816@fpt.edu.vn,SSL101-HN-HE816,HN,SSL101
817,817,817@fpt.edu.vn,SSL101-HN-HE817,HN,SSL101
78,78,78@fpt.edu.vn,SSL101-HN-HE78,HN,SSL101
79,79,79@fpt.edu.vn,SSL101-HN-HE79,HN,SSL101
14,14,14@fpt.edu.vn,SSL101-HN-HE14,HN,SSL101
775,775,775@fpt.edu.vn,SSL101-HN-HE775,HN,SSL101
818,818,818@fpt.edu.vn,SSL101-HN-HE818,HN,SSL101
788,788,788@fpt.edu.vn,SSL101-HN-HE788,HN,SSL101
98,98,98@fpt.edu.vn,SSL101-HN-HE98,HN,SSL101
776,776,776@fpt.edu.vn,SSL101-HN-HE776,HN,SSL101
777,777,777@fpt.edu.vn,SSL101-HN-HE777,HN,SSL101
15,15,15@fpt.edu.vn,SSL101-HN-HE15,HN,SSL101
99,99,99@fpt.edu.vn,SSL101-HN-HE99,HN,SSL101
100,100,100@fpt.edu.vn,SSL101-HN-HE100,HN,SSL101
778,778,778@fpt.edu.vn,SSL101-HN-HE778,HN,SSL101
819,819,819@fpt.edu.vn,SSL101-HN-HE819,HN,SSL101
789,789,789@fpt.edu.vn,SSL101-HN-HE789,HN,SSL101
16,16,16@fpt.edu.vn,SSL101-HN-HE16,HN,SSL101
80,80,80@fpt.edu.vn,SSL101-HN-HE80,HN,SSL101
101,101,101@fpt.edu.vn,SSL101-HN-HE101,HN,SSL101
790,790,790@fpt.edu.vn,SSL101-HN-HE790,HN,SSL101
17,17,17@fpt.edu.vn,SSL101-HN-HE17,HN,SSL101
18,18,18@fpt.edu.vn,SSL101-HN-HE18,HN,SSL101
791,791,791@fpt.edu.vn,SSL101-HN-HE791,HN,SSL101
792,792,792@fpt.edu.vn,SSL101-HN-HE792,HN,SSL101
19,19,19@fpt.edu.vn,SSL101-HN-HE19,HN,SSL101
20,20,20@fpt.edu.vn,SSL101-HN-HE20,HN,SSL101
21,21,21@fpt.edu.vn,SSL101-HN-HE21,HN,SSL101
81,81,81@fpt.edu.vn,SSL101-HN-HE81,HN,SSL101
820,820,820@fpt.edu.vn,SSL101-HN-HE820,HN,SSL101
82,82,82@fpt.edu.vn,SSL101-HN-HE82,HN,SSL101
821,821,821@fpt.edu.vn,SSL101-HN-HE821,HN,SSL101
22,22,22@fpt.edu.vn,SSL101-HN-HE22,HN,SSL101
83,83,83@fpt.edu.vn,SSL101-HN-HE83,HN,SSL101
822,822,822@fpt.edu.vn,SSL101-HN-HE822,HN,SSL101
64,64,64@fpt.edu.vn,SSL101-HN-HE64,HN,SSL101
84,84,84@fpt.edu.vn,SSL101-HN-HE84,HN,SSL101
65,65,65@fpt.edu.vn,SSL101-HN-HE65,HN,SSL101
85,85,85@fpt.edu.vn,SSL101-HN-HE85,HN,SSL101
102,102,102@fpt.edu.vn,SSL101-HN-HE102,HN,SSL101
793,793,793@fpt.edu.vn,SSL101-HN-HE793,HN,SSL101
823,823,823@fpt.edu.vn,SSL101-HN-HE823,HN,SSL101
103,103,103@fpt.edu.vn,SSL101-HN-HE103,HN,SSL101
824,824,824@fpt.edu.vn,SSL101-HN-HE824,HN,SSL101
66,66,66@fpt.edu.vn,SSL101-HN-HE66,HN,SSL101
825,825,825@fpt.edu.vn,SSL101-HN-HE825,HN,SSL101
67,67,67@fpt.edu.vn,SSL101-HN-HE67,HN,SSL101
23,23,23@fpt.edu.vn,SSL101-HN-HE23,HN,SSL101
826,826,826@fpt.edu.vn,SSL101-HN-HE826,HN,SSL101
827,827,827@fpt.edu.vn,SSL101-HN-HE827,HN,SSL101
24,24,24@fpt.edu.vn,SSL101-HN-HE24,HN,SSL101
828,828,828@fpt.edu.vn,SSL101-HN-HE828,HN,SSL101
794,794,794@fpt.edu.vn,SSL101-HN-HE794,HN,SSL101
795,795,795@fpt.edu.vn,SSL101-HN-HE795,HN,SSL101
25,25,25@fpt.edu.vn,SSL101-HN-HE25,HN,SSL101
26,26,26@fpt.edu.vn,SSL101-HN-HE26,HN,SSL101
796,796,796@fpt.edu.vn,SSL101-HN-HE796,HN,SSL101
86,86,86@fpt.edu.vn,SSL101-HN-HE86,HN,SSL101
87,87,87@fpt.edu.vn,SSL101-HN-HE87,HN,SSL101
104,104,104@fpt.edu.vn,SSL101-HN-HE104,HN,SSL101
797,797,797@fpt.edu.vn,SSL101-HN-HE797,HN,SSL101
829,829,829@fpt.edu.vn,SSL101-HN-HE829,HN,SSL101
88,88,88@fpt.edu.vn,SSL101-HN-HE88,HN,SSL101
89,89,89@fpt.edu.vn,SSL101-HN-HE89,HN,SSL101
830,830,830@fpt.edu.vn,SSL101-HN-HE830,HN,SSL101
68,68,68@fpt.edu.vn,SSL101-HN-HE68,HN,SSL101
105,105,105@fpt.edu.vn,SSL101-HN-HE105,HN,SSL101
106,106,106@fpt.edu.vn,SSL101-HN-HE106,HN,SSL101
69,69,69@fpt.edu.vn,SSL101-HN-HE69,HN,SSL101
90,90,90@fpt.edu.vn,SSL101-HN-HE90,HN,SSL101
798,798,798@fpt.edu.vn,SSL101-HN-HE798,HN,SSL101
27,27,27@fpt.edu.vn,SSL101-HN-HE27,HN,SSL101
779,779,779@fpt.edu.vn,SSL101-HN-HE779,HN,SSL101
70,70,70@fpt.edu.vn,SSL101-HN-HE70,HN,SSL101
831,831,831@fpt.edu.vn,SSL101-HN-HE831,HN,SSL101
780,780,780@fpt.edu.vn,SSL101-HN-HE780,HN,SSL101
348,348,348@fpt.edu.vn,SSL101-HN-HE348,HN,SSL101
799,799,799@fpt.edu.vn,SSL101-HN-HE799,HN,SSL101
107,107,107@fpt.edu.vn,SSL101-HN-HE107,HN,SSL101
28,28,28@fpt.edu.vn,SSL101-HN-HE28,HN,SSL101
800,800,800@fpt.edu.vn,SSL101-HN-HE800,HN,SSL101
108,108,108@fpt.edu.vn,SSL101-HN-HE108,HN,SSL101
71,71,71@fpt.edu.vn,SSL101-HN-HE71,HN,SSL101
109,109,109@fpt.edu.vn,SSL101-HN-HE109,HN,SSL101
832,832,832@fpt.edu.vn,SSL101-HN-HE832,HN,SSL101
801,801,801@fpt.edu.vn,SSL101-HN-HE801,HN,SSL101
833,833,833@fpt.edu.vn,SSL101-HN-HE833,HN,SSL101
802,802,802@fpt.edu.vn,SSL101-HN-HE802,HN,SSL101
91,91,91@fpt.edu.vn,SSL101-HN-HE91,HN,SSL101
803,803,803@fpt.edu.vn,SSL101-HN-HE803,HN,SSL101
110,110,110@fpt.edu.vn,SSL101-HN-HE110,HN,SSL101
29,29,29@fpt.edu.vn,SSL101-HN-HE29,HN,SSL101
30,30,30@fpt.edu.vn,SSL101-HN-HE30,HN,SSL101
111,111,111@fpt.edu.vn,SSL101-HN-HE111,HN,SSL101
112,112,112@fpt.edu.vn,SSL101-HN-HE112,HN,SSL101
836,836,836@fpt.edu.vn,SSL101-HN-HE836,HN,SSL101
92,92,92@fpt.edu.vn,SSL101-HN-HE92,HN,SSL101
93,93,93@fpt.edu.vn,SSL101-HN-HE93,HN,SSL101
113,113,113@fpt.edu.vn,SSL101-HN-HE113,HN,SSL101
118,118,118@fpt.edu.vn,SSL101-HN-HS118,HN,SSL101
369,369,369@fpt.edu.vn,SSL101-HN-HS369,HN,SSL101
370,370,370@fpt.edu.vn,SSL101-HN-HS370,HN,SSL101
371,371,371@fpt.edu.vn,SSL101-HN-HS371,HN,SSL101
372,372,372@fpt.edu.vn,SSL101-HN-HS372,HN,SSL101
119,119,119@fpt.edu.vn,SSL101-HN-HS119,HN,SSL101
120,120,120@fpt.edu.vn,SSL101-HN-HS120,HN,SSL101
349,349,349@fpt.edu.vn,SSL101-HN-HS349,HN,SSL101
350,350,350@fpt.edu.vn,SSL101-HN-HS350,HN,SSL101
121,121,121@fpt.edu.vn,SSL101-HN-HS121,HN,SSL101
351,351,351@fpt.edu.vn,SSL101-HN-HS351,HN,SSL101
373,373,373@fpt.edu.vn,SSL101-HN-HS373,HN,SSL101
352,352,352@fpt.edu.vn,SSL101-HN-HS352,HN,SSL101
122,122,122@fpt.edu.vn,SSL101-HN-HS122,HN,SSL101
353,353,353@fpt.edu.vn,SSL101-HN-HS353,HN,SSL101
374,374,374@fpt.edu.vn,SSL101-HN-HS374,HN,SSL101
123,123,123@fpt.edu.vn,SSL101-HN-HS123,HN,SSL101
375,375,375@fpt.edu.vn,SSL101-HN-HS375,HN,SSL101
354,354,354@fpt.edu.vn,SSL101-HN-HS354,HN,SSL101
376,376,376@fpt.edu.vn,SSL101-HN-HS376,HN,SSL101
355,355,355@fpt.edu.vn,SSL101-HN-HS355,HN,SSL101
377,377,377@fpt.edu.vn,SSL101-HN-HS377,HN,SSL101
378,378,378@fpt.edu.vn,SSL101-HN-HS378,HN,SSL101
356,356,356@fpt.edu.vn,SSL101-HN-HS356,HN,SSL101
357,357,357@fpt.edu.vn,SSL101-HN-HS357,HN,SSL101
379,379,379@fpt.edu.vn,SSL101-HN-HS379,HN,SSL101
124,124,124@fpt.edu.vn,SSL101-HN-HS124,HN,SSL101
125,125,125@fpt.edu.vn,SSL101-HN-HS125,HN,SSL101
358,358,358@fpt.edu.vn,SSL101-HN-HS358,HN,SSL101
126,126,126@fpt.edu.vn,SSL101-HN-HS126,HN,SSL101
127,127,127@fpt.edu.vn,SSL101-HN-HS127,HN,SSL101
128,128,128@fpt.edu.vn,SSL101-HN-HS128,HN,SSL101
380,380,380@fpt.edu.vn,SSL101-HN-HS380,HN,SSL101
381,381,381@fpt.edu.vn,SSL101-HN-HS381,HN,SSL101
129,129,129@fpt.edu.vn,SSL101-HN-HS129,HN,SSL101
359,359,359@fpt.edu.vn,SSL101-HN-HS359,HN,SSL101
382,382,382@fpt.edu.vn,SSL101-HN-HS382,HN,SSL101
383,383,383@fpt.edu.vn,SSL101-HN-HS383,HN,SSL101
384,384,384@fpt.edu.vn,SSL101-HN-HS384,HN,SSL101
360,360,360@fpt.edu.vn,SSL101-HN-HS360,HN,SSL101
385,385,385@fpt.edu.vn,SSL101-HN-HS385,HN,SSL101
361,361,361@fpt.edu.vn,SSL101-HN-HS361,HN,SSL101
130,130,130@fpt.edu.vn,SSL101-HN-HS130,HN,SSL101
362,362,362@fpt.edu.vn,SSL101-HN-HS362,HN,SSL101
52,52,52@fpt.edu.vn,SSL101-HN-HS52,HN,SSL101
386,386,386@fpt.edu.vn,SSL101-HN-HS386,HN,SSL101
387,387,387@fpt.edu.vn,SSL101-HN-HS387,HN,SSL101
131,131,131@fpt.edu.vn,SSL101-HN-HS131,HN,SSL101
132,132,132@fpt.edu.vn,SSL101-HN-HS132,HN,SSL101
133,133,133@fpt.edu.vn,SSL101-HN-HS133,HN,SSL101
134,134,134@fpt.edu.vn,SSL101-HN-HS134,HN,SSL101
135,135,135@fpt.edu.vn,SSL101-HN-HS135,HN,SSL101
388,388,388@fpt.edu.vn,SSL101-HN-HS388,HN,SSL101
389,389,389@fpt.edu.vn,SSL101-HN-HS389,HN,SSL101
363,363,363@fpt.edu.vn,SSL101-HN-HS363,HN,SSL101
364,364,364@fpt.edu.vn,SSL101-HN-HS364,HN,SSL101
365,365,365@fpt.edu.vn,SSL101-HN-HS365,HN,SSL101
390,390,390@fpt.edu.vn,SSL101-HN-HS390,HN,SSL101
136,136,136@fpt.edu.vn,SSL101-HN-HS136,HN,SSL101
366,366,366@fpt.edu.vn,SSL101-HN-HS366,HN,SSL101
367,367,367@fpt.edu.vn,SSL101-HN-HS367,HN,SSL101
391,391,391@fpt.edu.vn,SSL101-HN-HS391,HN,SSL101
392,392,392@fpt.edu.vn,SSL101-HN-HS392,HN,SSL101
368,368,368@fpt.edu.vn,SSL101-HN-HS368,HN,SSL101
393,393,393@fpt.edu.vn,SSL101-HN-HS393,HN,SSL101
394,394,394@fpt.edu.vn,SSL101-HN-HS394,HN,SSL101
395,395,395@fpt.edu.vn,SSL101-HN-HS395,HN,SSL101
396,396,396@fpt.edu.vn,SSL101-HN-HS396,HN,SSL101
397,397,397@fpt.edu.vn,SSL101-HN-HS397,HN,SSL101
137,137,137@fpt.edu.vn,SSL101-HN-HS137,HN,SSL101
138,138,138@fpt.edu.vn,SSL101-HN-HS138,HN,SSL101
139,139,139@fpt.edu.vn,SSL101-HN-HS139,HN,SSL101
140,140,140@fpt.edu.vn,SSL101-HN-HS140,HN,SSL101
141,141,141@fpt.edu.vn,SSL101-HN-HS141,HN,SSL101
142,142,142@fpt.edu.vn,SSL101-HN-HS142,HN,SSL101
143,143,143@fpt.edu.vn,SSL101-HN-HS143,HN,SSL101
876,876,876@fpt.edu.vn,SSL101-SG-SA876,SG,SSL101
877,877,877@fpt.edu.vn,SSL101-SG-SA877,SG,SSL101
878,878,878@fpt.edu.vn,SSL101-SG-SA878,SG,SSL101
879,879,879@fpt.edu.vn,SSL101-SG-SA879,SG,SSL101
880,880,880@fpt.edu.vn,SSL101-SG-SA880,SG,SSL101
881,881,881@fpt.edu.vn,SSL101-SG-SA881,SG,SSL101
982,982,982@fpt.edu.vn,SSL101-SG-SA982,SG,SSL101
983,983,983@fpt.edu.vn,SSL101-SG-SA983,SG,SSL101
984,984,984@fpt.edu.vn,SSL101-SG-SA984,SG,SSL101
985,985,985@fpt.edu.vn,SSL101-SG-SA985,SG,SSL101
986,986,986@fpt.edu.vn,SSL101-SG-SA986,SG,SSL101
987,987,987@fpt.edu.vn,SSL101-SG-SA987,SG,SSL101
988,988,988@fpt.edu.vn,SSL101-SG-SA988,SG,SSL101
989,989,989@fpt.edu.vn,SSL101-SG-SA989,SG,SSL101
1029,1029,1029@fpt.edu.vn,SSL101-SG-SA1029,SG,SSL101
1034,1034,1034@fpt.edu.vn,SSL101-SG-SA1034,SG,SSL101
1064,1064,1064@fpt.edu.vn,SSL101-SG-SA1064,SG,SSL101
859,859,859@fpt.edu.vn,SSL101-SG-SE859,SG,SSL101
860,860,860@fpt.edu.vn,SSL101-SG-SE860,SG,SSL101
918,918,918@fpt.edu.vn,SSL101-SG-SE918,SG,SSL101
1028,1028,1028@fpt.edu.vn,SSL101-SG-SE1028,SG,SSL101
960,960,960@fpt.edu.vn,SSL101-SG-SE960,SG,SSL101
1032,1032,1032@fpt.edu.vn,SSL101-SG-SE1032,SG,SSL101
1049,1049,1049@fpt.edu.vn,SSL101-SG-SE1049,SG,SSL101
1040,1040,1040@fpt.edu.vn,SSL101-SG-SE1040,SG,SSL101
1057,1057,1057@fpt.edu.vn,SSL101-SG-SE1057,SG,SSL101
1050,1050,1050@fpt.edu.vn,SSL101-SG-SE1050,SG,SSL101
1058,1058,1058@fpt.edu.vn,SSL101-SG-SE1058,SG,SSL101
1059,1059,1059@fpt.edu.vn,SSL101-SG-SE1059,SG,SSL101
882,882,882@fpt.edu.vn,SSL101-SG-SE882,SG,SSL101
1060,1060,1060@fpt.edu.vn,SSL101-SG-SE1060,SG,SSL101
838,838,838@fpt.edu.vn,SSL101-SG-SE838,SG,SSL101
883,883,883@fpt.edu.vn,SSL101-SG-SE883,SG,SSL101
1035,1035,1035@fpt.edu.vn,SSL101-SG-SE1035,SG,SSL101
1061,1061,1061@fpt.edu.vn,SSL101-SG-SE1061,SG,SSL101
919,919,919@fpt.edu.vn,SSL101-SG-SE919,SG,SSL101
1041,1041,1041@fpt.edu.vn,SSL101-SG-SE1041,SG,SSL101
990,990,990@fpt.edu.vn,SSL101-SG-SE990,SG,SSL101
861,861,861@fpt.edu.vn,SSL101-SG-SE861,SG,SSL101
1062,1062,1062@fpt.edu.vn,SSL101-SG-SE1062,SG,SSL101
961,961,961@fpt.edu.vn,SSL101-SG-SE961,SG,SSL101
